Book_Name,Author,Rating,Number_of_Reviews,Price,Description_Clean,Listening_Time_Minutes,Genres,Rating_Category,Price_Category,Length_Category,Popularity_Score,Description_Length,Data_Source,Description_Processed,Title_Processed,Genres_Text,Combined_Text,Cluster_KMeans,Cluster_DBSCAN,PCA_1,PCA_2,TSNE_1,TSNE_2
The Knowledge of the Holy,A. W. Tozer,4.8,1376,586.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Excellent,Medium-Low,Long,7.2276626,228,both,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,knowledge holy,,knowledge holy oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-3.0449287598089687,14.855494988981714,-11.674348,62.98324
The Koran: A Very Short Introduction,Michael Cook,3.9,45,668.0,"He gives vivid accounts of its role in Muslim civilization, illustrates the diversity of interpretations championed by traditional and modern commentators, discusses the processes by which the book took shape, and compares it to other scriptures and classics of the historic cultures of Eurasia.",490.0,[],Good,Medium-Low,Long,3.8286414,295,advanced_only,give vivid account role muslim civilization illustrates diversity interpretation championed traditional modern commentator discusses process took shape compare scripture classic historic culture eurasia,koran short introduction,,koran short introduction give vivid account role muslim civilization illustrates diversity interpretation championed traditional modern commentator discusses process took shape compare scripture classic historic culture eurasia,2,0,0.009589940850077062,-0.9558126861273164,19.094894,10.759294
The Krishna Key,Ashwin Sanghi,4.3,1078,836.0,"Five thousand years ago, there came to earth a magical being called Krishna, who brought about innumerable miracles for the good of mankind. Humanity despaired of its fate if the Blue God were to die but was reassured that he would return in a fresh avatar when needed in the eventual Dark Age - the Kaliyug.",490.0,[],Very Good,Medium-High,Long,6.98379,308,both,five thousand year ago came earth magical called krishna brought innumerable miracle good mankind humanity despaired fate blue god die reassured would return fresh avatar needed eventual dark age kaliyug,krishna key,,krishna key five thousand year ago came earth magical called krishna brought innumerable miracle good mankind humanity despaired fate blue god die reassured would return fresh avatar needed eventual dark age kaliyug,2,0,0.3460091655185906,-1.633389498256707,1.420938,14.766951
The Land of Stories: Beyond the Kingdoms,Chris Colfer,4.8,997,500.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Low,Long,6.905753,122,both,sorry need make sure robot best result please make sure browser accepting cooky,land story beyond kingdom,,land story beyond kingdom sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.165825327979003,-3.4535440769670336,-24.09687,-34.98051
The Land of Stories: The Wishing Spell: Booktrack Edition,Chris Colfer,4.7,1614,500.0,The Land of Stories: The Wishing Spell: Booktrack Edition adds an immersive musical soundtrack to your audiobook listening experience! *,539.0,"['624 in Audible Audiobooks & Originals', 'Fiction on Siblings for Children', 'Action & Adventure Fantasy for Children', 'Family Life Fiction for Children']",Excellent,Low,Long,7.38709,136,advanced_only,land story wishing spell booktrack add immersive musical soundtrack experience,land story wishing spell booktrack,audible audiobooks original fiction sibling child action adventure fantasy child family life fiction child,land story wishing spell booktrack land story wishing spell booktrack add immersive musical soundtrack experience audible audiobooks original fiction sibling child action adventure fantasy child family life fiction child,2,0,0.0432339291007312,-2.162138158271795,-17.588913,-4.72412
The Language Instinct: How the Mind Creates Language,Steven Pinker,4.5,335,1005.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,High,Long,5.817111,122,both,sorry need make sure robot best result please make sure browser accepting cooky,language instinct mind creates language,,language instinct mind creates language sorry need make sure robot best result please make sure browser accepting cooky,2,0,1.1346816764633356,-2.9687834662481913,0.34111005,-29.91833
The Last Boy to Fall in Love,Durjoy Datta,4.5,15,501.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Low,Long,2.7725887,122,both,sorry need make sure robot best result please make sure browser accepting cooky,last boy fall love,,last boy fall love sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.1755333955103421,-3.171028787974699,-21.601131,-33.171925
"The Last Coyote: Harry Bosch Series, Book 4",Michael Connelly,4.7,2175,1005.0,"With the spare time a suspension brings, Harry opens up the 30-year-old file on the case and is irresistibly drawn into a past he has always avoided. It's clear that the case was fumbled and the smell of a cover-up is unmistakable. Someone powerful was able to divert justice and Harry vows to uncover the truth. As he relentlessly follows the broken pieces of the case, the stirred interest causes new murders and pushes Harry to the edge of his job...and his life.",806.0,"['642 in Audible Audiobooks & Originals', 'Hard-Boiled Mysteries', 'Police Procedural Mysteries', 'Crime Thrillers']",Excellent,High,Long,7.6852436,466,both,spare time suspension brings harry open year old file case irresistibly drawn past always avoided clear case fumbled smell cover unmistakable someone powerful able divert justice harry vow uncover truth relentlessly follows broken piece case stirred interest cause new murder push harry edge job life,last coyote harry bosch,audible audiobooks original hard boiled mystery police procedural mystery crime thriller,last coyote harry bosch spare time suspension brings harry open year old file case irresistibly drawn past always avoided clear case fumbled smell cover unmistakable someone powerful able divert justice harry vow uncover truth relentlessly follows broken piece case stirred interest cause new murder push harry edge job life audible audiobooks original hard boiled mystery police procedural mystery crime thriller,0,0,0.02167871026856743,-1.808008234541703,-40.476276,17.305557
"The Last Guardian: Artemis Fowl, Book 8",Eoin Colfer,4.8,905,683.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Excellent,Medium-High,Long,6.809039,228,both,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,last guardian artemis fowl,,last guardian artemis fowl oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-3.415077851369319,16.83657629358149,-25.539274,63.498024
The Last Hours: Chain of Gold,Cassandra Clare,4.8,1915,949.0,The first in a brand new Shadowhunters trilogy set in Edwardian London by internationally best-selling author Cassandra Clare.,490.0,[],Excellent,High,Long,7.557995,126,advanced_only,first brand new shadowhunters trilogy set edwardian london internationally best selling cassandra clare,last hour chain gold,,last hour chain gold first brand new shadowhunters trilogy set edwardian london internationally best selling cassandra clare,2,0,1.2968483208339299,-0.581530979163294,1.690406,0.31517702
The Last House Guest,Megan Miranda,4.4,1159,1328.0,From the acclaimed New York Times best-selling author of All the Missing Girls comes a suspenseful new novel about an idyllic town in Maine dealing with the suspicious death of one of their own....,490.0,[],Very Good,High,Long,7.056175,197,both,acclaimed new york time best selling missing girl come suspenseful new idyllic town maine dealing suspicious death one,last house guest,,last house guest acclaimed new york time best selling missing girl come suspenseful new idyllic town maine dealing suspicious death one,2,0,-0.053134875755453156,-1.19911381206176,-44.733334,-11.886284
The Last Juror,John Grisham,4.5,955,410.0,"The murderer, Danny Padgitt, was tried before a packed courtroom in Clanton, Mississippi. The trial came to a startling and dramatic end when the defendant threatened revenge against the jurors if they convicted him. Nevertheless, they found him guilty, and he was sentenced to life in prison. But in Mississippi in 1970, 'life' didn't necessarily mean 'life', and nine years later Danny Padgitt managed to get himself paroled. He returned to Ford County, and the retribution began.",355.0,"['835 in Audible Audiobooks & Originals', 'Legal Thrillers', 'Mysteries', 'Suspense']",Excellent,Low,Medium,6.8627577,482,both,murderer danny padgitt tried packed courtroom clanton mississippi trial came startling dramatic end defendant threatened revenge juror convicted nevertheless found guilty sentenced life prison mississippi life necessarily mean life nine year later danny padgitt managed get paroled returned ford county retribution began,last juror,audible audiobooks original legal thriller mystery suspense,last juror murderer danny padgitt tried packed courtroom clanton mississippi trial came startling dramatic end defendant threatened revenge juror convicted nevertheless found guilty sentenced life prison mississippi life necessarily mean life nine year later danny padgitt managed get paroled returned ford county retribution began audible audiobooks original legal thriller mystery suspense,2,-1,0.08869022191207371,-2.285597574095217,-38.68798,21.358156
The Last Kids on Earth: June's Wild Flight,Max Brallier,4.9,1009,754.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Medium-High,Long,6.9177055,122,both,sorry need make sure robot best result please make sure browser accepting cooky,last kid earth june wild flight,,last kid earth june wild flight sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.18090054215538923,-3.1128151352973377,-17.389977,-27.831083
The Last Law of Attraction Book You’ll Ever Need to Read: The Missing Key to Finally Tapping into the Universe and Manifesting Your Desires,Andrew Kap,4.7,433,501.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Low,Long,6.0730443,122,both,sorry need make sure robot best result please make sure browser accepting cooky,last law attraction ever need missing key finally tapping universe manifesting desire,,last law attraction ever need missing key finally tapping universe manifesting desire sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.14166648045494765,-2.8145018095701784,-7.1690044,-40.6123
The Last Question,Isaac Asimov,4.5,0,422.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Low,Long,0.0,122,advanced_only,sorry need make sure robot best result please make sure browser accepting cooky,last question,,last question sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.1780391224355295,-3.77748379741317,-18.231884,-47.877872
"The Last Straw: Diary of a Wimpy Kid, Book 3",Jeff Kinney,4.6,3196,410.0,Brought to you by Puffin.,157.0,"['497 in Audible Audiobooks & Originals', 'Fiction on Parents for Children', 'Fiction on Boys for Children', 'Humorous Fiction for Children']",Excellent,Low,Short,8.069968,25,both,brought puffin,last straw diary wimpy kid,audible audiobooks original fiction parent child fiction boy child humorous fiction child,last straw diary wimpy kid brought puffin audible audiobooks original fiction parent child fiction boy child humorous fiction child,2,0,-0.017996119764898996,-1.828219101779685,-32.67827,-5.292325
The Laundromat: Inside the Panama Papers Investigation of Illicit Money Networks and the Global Elite,Jake Bernstein,4.5,24,888.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Excellent,Medium-High,Long,3.218876,228,advanced_only,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,laundromat inside panama paper investigation illicit money network global elite,,laundromat inside panama paper investigation illicit money network global elite oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-2.483239631981808,11.619249868980878,-9.876417,50.687603
The Law Book: Big Ideas Simply Explained,DK,5.0,1,888.0,Discover the big ideas behind more than 90 of history's most important legal rulings and milestone laws - from the earliest civilisations to the 21st century.,943.0,"['674 in Audible Audiobooks & Originals', 'Law History', 'History of Ideas', '881 in Society & Culture']",Excellent,Medium-High,Very Long,0.6931472,158,both,discover big idea behind history important legal ruling milestone law earliest civilisation century,law big idea simply explained,audible audiobooks original law history history idea society culture,law big idea simply explained discover big idea behind history important legal ruling milestone law earliest civilisation century audible audiobooks original law history history idea society culture,2,0,0.7304279656357473,-1.7823651754956622,29.031408,-25.738167
The Law of Attraction: The Basics of the Teachings of Abraham,Esther Hicks,4.6,1766,562.0,"You'll learn about the omnipresent laws that govern this universe and how to make them work to your advantage. The knowledge that you'll absorb from listening to Abraham's wisdom will take all the guesswork out of daily living. You'll finally understand just about everything that's happening in your own life, as well as the lives of those you're interacting with, and you will find out how you can joyously be, do, or have anything that you desire!",360.0,"['445 in Audible Audiobooks & Originals', 'Personal Success', '529 in Mind', 'Body & Spirit', '207 in Personal Development & Self-Help']",Excellent,Medium-Low,Medium,7.4770384,450,both,learn omnipresent law govern universe make work advantage knowledge absorb abraham wisdom take guesswork daily living finally understand everything happening life well life interacting find joyously anything desire,law attraction basic teaching abraham,audible audiobooks original personal success mind body spirit personal development self help,law attraction basic teaching abraham learn omnipresent law govern universe make work advantage knowledge absorb abraham wisdom take guesswork daily living finally understand everything happening life well life interacting find joyously anything desire audible audiobooks original personal success mind body spirit personal development self help,2,0,0.4046422803704222,-2.2942524199348178,41.374645,17.441645
"The Law of Divine Compensation: On Work, Money, and Miracles",Marianne Williamson,4.8,739,9884.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,High,Long,6.6066504,122,advanced_only,sorry need make sure robot best result please make sure browser accepting cooky,law divine compensation work money miracle,,law divine compensation work money miracle sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.15014199457968744,-3.279385753206443,-8.338489,-39.468285
The Law of Success,Napoleon Hill,4.4,855,32.0,"The Law of Success was a precursor to Napoleon Hill's Think and Grow Rich. Hill was well known for researching what made millionaires different from the common man. The sixteen lessons in this book perfectly crystallize everything you will need to know to succeed during these hard economic times. Many of today's best known self help books take there core concepts form this book. The Secret, the Power of Positive Thinking, the Millionaire next door, and The Law of Attraction all take their basic premises from this landmark work. Now you can get it from the source.",1436.0,"['Audible Audiobooks & Originals', 'Personal Success in Business', 'Personal Success', 'Business & Economics']",Very Good,Low,Very Long,6.75227,569,both,law success precursor napoleon hill think grow rich hill well known researching made millionaire different common man sixteen lesson perfectly crystallize everything need know succeed hard economic time many today best known self help book take core concept form secret power positive thinking millionaire next door law attraction take basic premise landmark work get source,law success,audible audiobooks original personal success business personal success business economics,law success law success precursor napoleon hill think grow rich hill well known researching made millionaire different common man sixteen lesson perfectly crystallize everything need know succeed hard economic time many today best known self help book take core concept form secret power positive thinking millionaire next door law attraction take basic premise landmark work get source audible audiobooks original personal success business personal success business economics,2,0,0.3055227367436487,-2.2689311948608886,45.523216,7.106472
The Law of Success: From the Master Mind to the Golden Rule (in Sixteen Lessons),Napoleon Hill,4.6,685,586.0,"Now you can hear 24 hours of the incredible philosophy upon which personal success is built, including:",1459.0,"['549 in Audible Audiobooks & Originals', 'Business Careers', 'Personal Success', '861 in Mind', 'Body & Spirit']",Excellent,Medium-Low,Very Long,6.5308776,103,advanced_only,hear hour incredible philosophy upon personal success built including,law success master mind golden rule sixteen lesson,audible audiobooks original business career personal success mind body spirit,law success master mind golden rule sixteen lesson hear hour incredible philosophy upon personal success built including audible audiobooks original business career personal success mind body spirit,2,0,0.3892862849811339,-2.2380690423989056,39.303505,18.259363
"The Law of Success: Using the Power of Spirit to Create Health, Prosperity, and Happiness",Paramahansa Yogananda,4.5,82,234.0,"The faster the world moves, the more important it becomes to slow down and look within for what makes us truly happy. If you measure success by the quality of your life rather than just by material achievements, then the timeless wisdom of this book will speak directly to your heart and soul. For more than 50 years, this classic inspirational guide has helped hundreds of thousands of people to move through obstacles and invite all-round success fully into their lives.",27.0,"['059 in Audible Audiobooks & Originals', 'Personal Success', '329 in Personal Development & Self-Help']",Excellent,Low,Short,4.4188404,472,both,faster world move important becomes slow look within make truly happy measure success quality life rather material achievement timeless wisdom speak directly heart soul year classic inspirational guide helped hundred thousand people move obstacle invite round success fully life,law success using power spirit create health prosperity happiness,audible audiobooks original personal success personal development self help,law success using power spirit create health prosperity happiness faster world move important becomes slow look within make truly happy measure success quality life rather material achievement timeless wisdom speak directly heart soul year classic inspirational guide helped hundred thousand people move obstacle invite round success fully life audible audiobooks original personal success personal development self help,2,0,0.6135760429106129,-2.686064308434315,48.41101,13.396804
"The Laws of Simplicity: Design, Technology, Business, LifeDesign, Technology, Business, Life",John Maeda,4.1,110,469.0,"Finally, we are learning that simplicity equals sanity. We’re rebelling against technology that’s too complicated, DVD players with too many menus, and software accompanied by 75-megabyte “read me” manuals. The iPod’s clean gadgetry has made simplicity hip. But sometimes we ﬁnd ourselves caught up in the simplicity paradox: we want something that’s simple and easy to use, but also does all the complex things we might ever want it to do. In The Laws of Simplicity, John Maeda offers ten laws for balancing simplicity and complexity in business, technology, and design - guidelines for needing less and actually getting more. Maeda - a professor in MIT’s Media Lab and a world-renowned graphic designer - explores the question of how we can redeﬁne the notion of “improved” so that it doesn’t always mean something more, something added on. Maeda’s ﬁrst law of simplicity is reduce. It’s not necessarily beneﬁcial to add technology features just because we can. And the features that we do have must be organized (Law 2) in a sensible hierarchy so users aren’t distracted by features and functions they don’t need. But simplicity is not less just for the sake of less. Skip ahead to Law 9: “failure: Some things can never be made simple.” Maeda’s concise guide to simplicity in the digital age shows us how this idea can be a cornerstone of organizations and their products - how it can drive both business and technology. We can learn to simplify without sacriﬁcing comfort and meaning, and we can achieve the balance described in Law 10. This law, which Maeda calls “the one,” tells us: “Simplicity is about subtracting the obvious, and adding the meaningful.”",164.0,"['444 in Audible Audiobooks & Originals', 'Graphic Design', 'Industrial Engineering', 'Business Careers']",Very Good,Low,Short,4.7095304,1664,both,finally learning simplicity equal sanity rebelling technology complicated dvd player many menu software accompanied megabyte manual ipod clean gadgetry made simplicity hip sometimes caught simplicity paradox want something simple easy use also complex thing might ever want law simplicity john maeda offer ten law balancing simplicity complexity business technology design guideline needing less actually getting maeda professor mit medium lab world renowned graphic designer explores question rede notion improved always mean something something added maeda rst law simplicity reduce necessarily bene cial add technology feature feature must organized law sensible hierarchy user distracted feature function need simplicity less sake less skip ahead law failure thing never made simple maeda concise guide simplicity digital age show idea cornerstone organization product drive business technology learn simplify without sacri cing comfort meaning achieve balance described law law maeda call one tell simplicity subtracting obvious adding meaningful,law simplicity design technology business lifedesign technology business life,audible audiobooks original graphic design industrial engineering business career,law simplicity design technology business lifedesign technology business life finally learning simplicity equal sanity rebelling technology complicated dvd player many menu software accompanied megabyte manual ipod clean gadgetry made simplicity hip sometimes caught simplicity paradox want something simple easy use also complex thing might ever want law simplicity john maeda offer ten law balancing simplicity complexity business technology design guideline needing less actually getting maeda professor mit medium lab world renowned graphic designer explores question rede notion improved always mean something something added maeda rst law simplicity reduce necessarily bene cial add technology feature feature must organized law sensible hierarchy user distracted feature function need simplicity less sake less skip ahead law failure thing never made simple maeda concise guide simplicity digital age show idea cornerstone organization product drive business technology learn simplify without sacri cing comfort meaning achieve balance described law law maeda call one tell simplicity subtracting obvious adding meaningful audible audiobooks original graphic design industrial engineering business career,2,0,3.8023872802020517,-1.379256719071702,27.257097,-8.035286
The Leadership Sutra: An Indian Approach to Power,Devdutt Pattanaik,4.5,38,233.0,"Durga is the goddess of power in Hinduism as well as in Buddhism and Jainism. Her name is derived from the word fortress (durg). She is the goddess of kings. She rides a lion, the king of the jungle and a symbol of royalty everywhere, from China to England.",159.0,"['399 in Audible Audiobooks & Originals', 'Marketing', 'Business Motivation & Self-Improvement', 'Leadership']",Excellent,Low,Short,3.6635616,257,both,durga goddess power hinduism well buddhism jainism name derived word fortress durg goddess king ride lion king jungle symbol royalty everywhere china england,leadership sutra indian approach power,audible audiobooks original marketing business motivation self improvement leadership,leadership sutra indian approach power durga goddess power hinduism well buddhism jainism name derived word fortress durg goddess king ride lion king jungle symbol royalty everywhere china england audible audiobooks original marketing business motivation self improvement leadership,2,0,0.16578103225340307,-2.0881957620550295,61.31688,-17.756174
The Lean Product Playbook: How to Innovate with Minimum Viable Products and Rapid Customer Feedback,Dan Olsen,4.6,220,703.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Excellent,Medium-High,Long,5.398163,228,both,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,lean product playbook innovate minimum viable product rapid customer feedback,,lean product playbook innovate minimum viable product rapid customer feedback oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-2.3659265625640433,11.189301610466655,2.5688176,60.920677
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Eric Ries,4.4,3377,1005.0,"Most startups fail. But many of those failures are preventable. The Lean Startup is a new approach being adopted across the globe, changing the way companies are built and new products are launched.",518.0,"['Audible Audiobooks & Originals', 'Small Businesses', 'New Business Enterprises', 'Business Management']",Very Good,High,Long,8.125039,198,both,startup fail many failure preventable lean startup new approach adopted across globe changing way company built new product launched,lean startup today entrepreneur use continuous innovation create radically successful business,audible audiobooks original small business new business enterprise business management,lean startup today entrepreneur use continuous innovation create radically successful business startup fail many failure preventable lean startup new approach adopted across globe changing way company built new product launched audible audiobooks original small business new business enterprise business management,2,0,0.35521770201342734,-2.0324398242274104,39.195076,-6.65653
"The Leather Crafting, Wood Burning and Whittling Starter Handbook: Beginner Friendly 3 in 1 Guide with Process, Tips and Techniques in Leatherworking and Wood Crafting",Stephen Fleming,4.5,10,468.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Excellent,Low,Long,2.3978953,228,advanced_only,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,leather crafting wood burning whittling starter handbook beginner friendly guide process tip technique leatherworking wood crafting,,leather crafting wood burning whittling starter handbook beginner friendly guide process tip technique leatherworking wood crafting oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-2.172880072237322,12.291645628504998,1.3376046,57.93277
The Left Hand of Darkness,Ursula K. Le Guin,4.3,1013,820.0,Winner of the Hugo and Nebula Awards.,490.0,[],Very Good,Medium-High,Long,6.921658,37,both,winner hugo nebula award,left hand darkness,,left hand darkness winner hugo nebula award,2,0,-0.06094408934071369,-1.023526541649543,-4.2927527,9.009261
The Leopard,Giuseppe Tomasi di Lampedusa,4.3,584,469.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Very Good,Low,Long,6.371612,122,both,sorry need make sure robot best result please make sure browser accepting cooky,leopard,,leopard sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.19215543161056065,-3.9098960602947255,-24.943722,-64.478745
"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne,4.1,265,1289.0,"Laurence Sterne's beloved comic novel, The Life and Opinions of Tristram Shandy, Gentleman, is the ""biography"" of Tristram Shandy - a wonderfully humorous and eccentric narrator who guides the listener from his conception to his birth and on to his life as an adult. The twists and turns of Tristram's life expose him to such memorable characters as Uncle Toby, Corporal Trim, Parson Yorick, Dr. Slop, and the Widow Wadman - whose own stories enrich the central narrative of Tristram's life.",490.0,[],Very Good,High,Long,5.583496,491,both,laurence sterne beloved comic life opinion tristram shandy gentleman biography tristram shandy wonderfully humorous eccentric guide listener conception birth life adult twist turn tristram life expose memorable character uncle toby corporal trim parson yorick slop widow wadman whose story enrich central narrative tristram life,life opinion tristram shandy gentleman,,life opinion tristram shandy gentleman laurence sterne beloved comic life opinion tristram shandy gentleman biography tristram shandy wonderfully humorous eccentric guide listener conception birth life adult twist turn tristram life expose memorable character uncle toby corporal trim parson yorick slop widow wadman whose story enrich central narrative tristram life,2,0,-0.05900349792413354,-1.4312093175669218,4.2675567,3.4439166
"The Life of Greece: The Story of Civilization, Volume 2",Will Durant,4.5,39,1338.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,High,Long,3.6888795,122,both,sorry need make sure robot best result please make sure browser accepting cooky,life greece civilization volume,,life greece civilization volume sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.15967457388246228,-3.244419009253982,-20.695156,-28.656473
"The Life-Changing Magic of Tidying: A Simple, Effective Way to Banish Clutter Forever",Marie Kondo,4.5,19210,615.0,Transform your home into a permanently clear and clutter-free space with the incredible KonMari Method. Japan's expert declutterer and professional cleaner Marie Kondo will help you tidy your rooms once and for all with her inspirational step-by-step method.,279.0,"['Audible Audiobooks & Originals', 'Cleaning & Organising', 'Home & House Maintenance', 'Stress Management']",Excellent,Medium-Low,Medium,9.863238,258,both,transform home permanently clear clutter free space incredible konmari method japan expert declutterer professional cleaner marie kondo help tidy room inspirational step step method,life changing magic tidying simple effective way banish clutter forever,audible audiobooks original cleaning organising home house maintenance stress management,life changing magic tidying simple effective way banish clutter forever transform home permanently clear clutter free space incredible konmari method japan expert declutterer professional cleaner marie kondo help tidy room inspirational step step method audible audiobooks original cleaning organising home house maintenance stress management,2,0,0.803082472259654,-1.2370502280165405,13.203733,-0.63943666
"The Light Fantastic: Discworld, Book 2",Terry Pratchett,4.7,1177,888.0,"The Great A'Tuin, the heroic turtle who supports the weight of the entire Discworld, not to mention four giant elephants, swims through the galaxy day and night with the burden of being the only creature who knows exactly where the universe is going. Philosophers have long debated where this is, and are due to find out in about 2 months. Shall they worry? Well, they are on a collision course with a malevolent red star and only one person can save Discworld. Unfortunately, it's the cowardly wizard, Rincewind, who was last seen falling off the edge of the planet. This is the second book in the Discworld series.",490.0,[],Excellent,Medium-High,Long,7.0715733,616,both,great tuin heroic turtle support weight entire discworld mention four giant elephant swim galaxy day night burden creature know exactly universe going philosopher long debated due find month shall worry well collision course malevolent red star one person save discworld unfortunately cowardly wizard rincewind last seen falling edge planet second discworld,light fantastic discworld,,light fantastic discworld great tuin heroic turtle support weight entire discworld mention four giant elephant swim galaxy day night burden creature know exactly universe going philosopher long debated due find month shall worry well collision course malevolent red star one person save discworld unfortunately cowardly wizard rincewind last seen falling edge planet second discworld,2,0,-0.06841774151414297,-1.3025069570289758,3.1598434,4.355096
The Light We Lost,Jill Santopolo,4.3,1324,6718.0,Two people. One choice. What if?,436.0,"['447 in Audible Audiobooks & Originals', 'Coming of Age Fiction', ""Women's Fiction"", 'Contemporary Romance']",Very Good,High,Medium,7.189168,32,both,two people one choice,light lost,audible audiobooks original coming age fiction woman fiction contemporary romance,light lost two people one choice audible audiobooks original coming age fiction woman fiction contemporary romance,2,0,0.09140633333550022,-2.289696504875768,-13.752792,14.100892
The Lighthouse Mystery: The Boxcar Children Mysteries #8,Gertrude Chandler Warner,4.6,44,234.0,"When the Aldens take a summer trip to the New England coast, they have a fun place to stay: a lighthouse! But strange things happen after it gets dark - an unknown woman is seen walking around, and Watch, the Aldens' dog, wakes up growling late at night. Can the Boxcar Children shed light on a seaside mystery?",490.0,[],Excellent,Low,Long,3.8066626,311,advanced_only,aldens take summer trip new england coast fun place stay lighthouse strange thing happen get dark unknown woman seen walking around watch aldens dog wake growling late night boxcar child shed light seaside mystery,lighthouse mystery boxcar child mystery,,lighthouse mystery boxcar child mystery aldens take summer trip new england coast fun place stay lighthouse strange thing happen get dark unknown woman seen walking around watch aldens dog wake growling late night boxcar child shed light seaside mystery,2,0,0.7734135620041598,-0.7457352783072462,-1.904653,3.1894042
"The Lightning Thief: Percy Jackson, Book 1",Rick Riordan,4.7,6489,888.0,"Look, I didn't want to be a half-blood. I never asked to be the son of a Greek God. I was just a normal kid, going to school, playing basketball, skateboarding. The usual. Until I accidentally vaporized my maths teacher. That's when things started really going wrong. Now I spend my time fighting with swords, battling monsters with my friends, and generally trying to stay alive.",600.0,"['Audible Audiobooks & Originals', 'Monster Stories for Children', 'Greek & Roman Fairy Tales for Children', 'Action & Adventure Fantasy for Children']",Excellent,Medium-High,Long,8.778018,380,both,look want half blood never asked son greek god normal kid going school playing basketball skateboarding usual accidentally vaporized math teacher thing started really going wrong spend time fighting sword battling monster friend generally trying stay alive,lightning thief percy jackson,audible audiobooks original monster story child greek roman fairy tale child action adventure fantasy child,lightning thief percy jackson look want half blood never asked son greek god normal kid going school playing basketball skateboarding usual accidentally vaporized math teacher thing started really going wrong spend time fighting sword battling monster friend generally trying stay alive audible audiobooks original monster story child greek roman fairy tale child action adventure fantasy child,2,0,-0.10459227078135483,-1.6578654643936486,-18.140202,-6.036679
The LinkedIn Book for Network Marketing: Simple Strategies for Massive Success,Scott Aaron,4.5,35,469.0,"A step-by-step system of how network marketers, direct sales associates, and multi-level marketers can utilize LinkedIn to grow their businesses, leads, teams, and bank accounts.",490.0,[],Excellent,Low,Long,3.583519,178,both,step step system network marketer direct sale associate multi level marketer utilize linkedin grow business lead team bank account,linkedin network marketing simple strategy massive success,,linkedin network marketing simple strategy massive success step step system network marketer direct sale associate multi level marketer utilize linkedin grow business lead team bank account,2,0,0.275437543896946,-1.2524604972172881,27.925695,-5.800874
